County,Organisation,Project Title,Amount Sought,Organisation Type,Sport Type
Limerick,Crescent College Comprehensive,Sports Hall Refurbishment,"€128,089",School (primary or second level),Multi-sport
Limerick,Croom GAA Club,Croom GAA Club - Phase II of Development Plan,"€147,000",Sports Club,Gaelic Games
Limerick,Diocese of Limerick,Synthetic Grass Playing/Training Area,"€87,947",Diocesan Trust,Multi-sport
Limerick,Dóchas (Hope for People with Autism),Sports Equipment Grant,"€3,000",Disability Group,Multi-sport
Limerick,Doon GAA Limerick,Installation of floodlights & drainage of pitch,"€145,873",Sports Club,Gaelic Games
Limerick,Dromin Athlacca GAA,Dressing Room Renovation and Extension,"€122,342",Sports Club,Hurling
Limerick,Effin GAA,Viewing Gallery in Sports Hall and Walk-way,"€66,447",Sports Club,Hurling
Limerick,Fairview Rangers F.C,FLOODLIGHTING OF MAIN PLAYING FIELD,"€130,573",Sports Club,Soccer
Limerick,Feenagh/kilmeedy GAA Club,"Mower' ', 'Lit up walkway', 'Astroturf'","€37,747",Sports Club,Gaelic Games
Limerick,Foynes Yacht Club,Sailing in Foynes for Physically Disabled,"€56,700",Sports Club,Sailing
Limerick,Fr Casey's GAA Club,Re roof sports hall and install floodlights,"€117,152",Sports Club,Gaelic Football
Limerick,Galbally RFC,Galbally RFC Cardiac Defibrillator Grant,"€2,151",Sports Club,Rugby
Limerick,Garryowen Football Club,Extension and alterations to existing gymnasium,"€200,000",Sports Club,Rugby
Limerick,Garryspillane GAA Club,Development of Club Hurling Field,"€80,000",Sports Club,Gaelic Games
Limerick,Granagh Ballingarry Camogie Club,Granagh Ballingarry Camogie Club,"€9,640",Sports Club,Camogie
Limerick,Granagh Ballingarry GAA Club,Refurbishment of club-house and fencing of pitch,"€72,907",Sports Club,Gaelic Games
Limerick,Holycross AFC,Holycross AFC – Pitch & Training Area Drainage,"€98,722",Sports Club,Soccer
Limerick,Hospital Handball Club,Hospital Handball Club Court Construction,"€98,410",Sports Club,Handball
Limerick,Irish Wheelchair Association-Sport,Wheelchair Basketball chairs Limerick Scorpions,"€15,390",National Governing Body of Sport,Wheelchair Sport
Limerick,Kilfrush Crusaders F.C,Mower to cut fields,"€9,000",Sports Club,Soccer
Limerick,Killeedy GAA,"All weather pitch, walkway, upgrade dressing rooms","€143,034",Sports Club,Gaelic Games
Limerick,"Kilmallock GAA Club, C.L.G. Cill Mocheallog.",Upgrade to Welfare Facilities & Pitch Fencing,"€144,825",Sports Club,Gaelic Games
Limerick,Kilmallock Utd AFC,Facilities and Equipment Improvement Project 2017,"€100,000",Sports Club,Soccer
Limerick,Kilteely Dromkeen GAA Club,Handball Alley and All Weather Practice Wall,"€134,097",Sports Club,Gaelic Games
Limerick,Knockainey AFC,Knockainey AFC Multi-Purpose Grounds Development.,"€133,925",Sports Club,Soccer
Limerick,Knockane GAA Club,Knockane community walkway lighting & pitch level,"€132,000",Sports Club,Gaelic Games
Limerick,Limerick & Clare Education & Training Board,Coláiste Mhuire Askeaton Community Sports Facility,"€132,300",Education & Training Board,Multi-sport
Limerick,Limerick & Clare Education & Training Board,"Community College Sports Centre, Rathkeale","€150,000",Education & Training Board,Multi-sport
Limerick,Limerick Boat Club,Limerick Boat Club Re-roofing Project,"€88,436",Sports Club,Rowing
Limerick,Limerick City & County Council,Access path for Bruff football pitch,"€29,346",Local Authority,Multi-sport
Limerick,Limerick City & County Council,Newcastle West Multi Use Games Area (MUGA),"€54,163",Local Authority,Multi-sport
Limerick,Limerick City & County Council,Newcastle West Regional Athletics Hub,"€200,000",Local Authority,Multi-sport
Limerick,Limerick City Boxing Club,Limerick city boxing club Ring and flooring App.,"€19,260",Sports Club,Boxing
Limerick,Limerick GAA,4 Dressing Rooms & Gym,"€200,000",Sports Centre,Gaelic Games
Limerick,Limerick Institute of Technology,LIT North Campus Floodlighting & Exercise Loop,"€200,000",Third level college,Multi-sport
Limerick,Limerick Lawn Tennis Club,Upgrade Squash & Tennis Facilities at LLTC,"€123,500",Sports Club,Tennis
Limerick,Limerick Lions Basketball club,Equipment for Player Development Programme,"€4,700",Sports Club,Basketball
Limerick,Limerick Swimming Club,Upgrading of equiptment,"€74,184",Sports Club,Swimming
Limerick,"Monaleen GAA Club (ncluding Monaleen GAA
Tennis Club)",Pitch Works. Hurling wall & tennis court lights,"€105,000",Sports Club,Gaelic Games
Limerick,Mooreabbey Milers AC,Mooreabbey Milers AC Facilities Improvement,"€22,943",Sports Club,Athletics
Limerick,Moyross United AFC,"Upkeep, Drainage, wheelchair friendly",€100,Sports Club,Soccer
Limerick,"Murroe Wood Park Company Limited by
Guarantee",Murroe Community Walkway & Astro Pitch,"€144,750",Community Group,Multi-sport
Limerick,Na Piarsaigh Hurling & Football Club,Floodlighting Installation for Playing Pitch,"€150,000",Sports Club,Gaelic Games
Limerick,Newcastle West AFC,Pitch Drainage and Resurfacing,"€32,952",Sports Club,Soccer
Limerick,Newcastle West District Community Centre,Upgrade to sports hall flooring,"€43,181",Community Group,Soccer
Limerick,Newcastle West GAA,Development of Dressing Rooms and Clubhouse.,"€143,624",Sports Club,Gaelic Games
Limerick,Newcastle West Golf Club,Newcastle West Golf Club Driving Range Upgrade,"€32,392",Sports Club,Golf
Limerick,Newcastle West RFC,Newcastle west Clubhouse refurbishment,"€116,820",Sports Club,Rugby
Limerick,Newcastle West Rovers FC,Construction of Perimeter Fencing and Pathway,"€35,000",Sports Club,Soccer
Limerick,Old Christians GAA Club,Erection of 2 no. Retractable Netting Structure.,"€12,181",Sports Club,Gaelic Games
Limerick,Our lady of Lourdes St Saviours Boxing Club,Our lady of Lourdes St Saviours boxing club.,"€12,046",Sports Club,Boxing
Limerick,Pallas United AFC,"Development of dressing rms, disabled access W.C.","€118,607",Sports Club,Soccer
Limerick,Patrickswell Community Council CLG,Floor for new sports hall,"€131,705",Community Group,Multi-sport
Limerick,Rathkeale Boxing Club,Rubber inter-locking Matting to cover floor space,"€7,268",Sports Club,Boxing
Limerick,Richmond RFC,Richmond RFC 'Playing Facilities Upgrade' Project,"€120,132",Sports Club,Rugby
Limerick,Scoil Pól Secondary School,Athletic sprint track and walking track,"€133,567",School (primary or second level),Multi-sport
Limerick,Shanagolden & District Community Council,MOWER FOR COMMUNITY PARK IN SHANAGOLDEN,"€14,959",Community Group,Soccer
Limerick,Shannon Dragons,Dragon Boat racing for breast cancer survivors,"€14,717",Special Interest Group,Rowing
Limerick,Shannon RFC,"Dressing Rooms,Water Heating,Equipment.","€105,000",Sports Club,Rugby
Limerick,Shannon Rowing Club,Building of a boat house for Shannon Rowing Club,"€150,000",Sports Club,Rowing
Limerick,Shountrade Soccer Club,Upgrade facilities and Equipment of the Club,"€8,416",Sports Club,Soccer
Limerick,Springfield Basketball Club,Springfield Basketball Club - Upgrade of Equipment,"€2,390",Sports Club,Basketball
Limerick,St Flannans (Killaloe) Diocesan Trust,Artificial playing surface at Castleconnell N.S.,"€122,000",Diocesan Trust,Multi-sport
Limerick,St Francis Boxing Club,equipment,"€16,500",Sports Club,Boxing
Limerick,St Mary's RFC,Construction of Gym and Dressing Rooms,"€149,507",Sports Club,Rugby
Limerick,St Marys/Sean Finns GAA Club,Mower & Drainage Application,"€33,436",Sports Club,Gaelic Games
Limerick,St Michael's Sporting Club,Purchase of new rowing oars,"€9,815",Sports Club,Rowing
Limerick,St Patrick's GAA Club,Dressing Room Redevelopment,"€150,000",Sports Club,Gaelic Games
Limerick,St Senan's GAA Club,Fibre sand based training/playing area,"€62,700",Sports Club,Gaelic Games
Limerick,Staker Wallace GAA Club,Ball Wall and ground works,"€22,391",Sports Club,Gaelic Games
Limerick,Team Adare Cycling Club,Team Adare Cycling Club Equipment Requesition,"€23,749",Sports Club,Cycling
Limerick,Tournafulla GAA Club,Phase 2 - New Clubhouse Construction,"€92,285",Sports Club,Hurling
Limerick,University of Limerick,UL Indoor Sprint Track Resurfacing,"€73,151",Third level college,Multi-sport
Limerick,Villiers School,Hockey Pitch Artificial Resurfacing,"€150,000",School (primary or second level),Hockey
Limerick,West Limerick Sports Complex,Exercise and gym equipment,"€62,167",Sports Centre,Multi-sport
Longford,Abbeylara GAA,Scheme to install lighting at our GAA facility.,"€43,525",Sports Club,Gaelic Games
Longford,Ardagh United Football Club,Pitch Drainage for Ardagh United Football Club,"€6,726",Sports Club,Soccer
Longford,Attic Youth Cafe Limited,Sports Amenity Area at the Attic House,"€33,205",Community Group,Multi-sport
Longford,BALLINAMUCK ENHANCEMENT,"REFURB OF EXISTING TENNIS COURT / BASKETBALL
COURT","€8,287",Community Group,Community Games
Longford,Ballymahon GAA,Phase 1 of development of a new playing pitch,"€150,000",Sports Club,Gaelic Games
Longford,Ballymore GFC,Extension incl dressing & general purpose rooms,"€150,000",Sports Club,Gaelic Football
Longford,Bunlahy Community Astroturf and Playground,Bunlahy Community Astro Turf & Playground,"€94,874",Community Group,Multi-sport
Longford,Carrickedmond Ladies GAA,Sports Equipment,"€2,274",Sports Club,Gaelic Football
Longford,Cnoc Mhuire,Supply and installation of Ball Stop Netting,"€7,000",School (primary or second level),Gaelic Football
Longford,Colmcille GAA Club,Develop training pitch&new community walking track,"€77,466",Sports Club,Gaelic Football
Longford,County Longford Golf Club,Purchase of Mowers for Co Longford Golf Club,"€116,021",Sports Club,Golf
Longford,Dromard GAA club,Off road walking track at Dromard GAA,"€64,786",Sports Club,Gaelic Football
Longford,Fr Manning Gaels,Construction of Walkway,"€35,605",Sports Club,Gaelic Football
Longford,Grattan Og GAA Club,Construct New Dressing Rooms and Club Gym,"€150,000",Sports Club,Gaelic Games
Longford,Kenagh GAA,Erection of Security Fencing,"€4,819",Sports Club,Gaelic Games
Longford,Kenagh Utd Soccer Club,Drainage and renovation of Pitch,"€30,859",Sports Centre,Soccer
Longford,Lanesboro Triathlon Club,Development of junior triathlete swim programme,"€13,615",Sports Club,Triathlon
Longford,Longford County Council,Extension Works (Gymnasium) - The Mall Complex,"€200,000",Local Authority,Multi-sport
Longford,Longford RFC,Creation of disability access to artificial pitch,"€9,350",Sports Club,Rugby
Longford,Longford Slashers GAA Club,Hurling Practice Wall,"€66,194",Sports Club,Gaelic Games
Longford,Moydow Gun Club,Clay Shooting Target Launching Equipment,"€10,462",Sports Club,Clay Pigeon Shooting
Longford,Sean Connolly GFC,Purchase of John Deere Tractor Mower,"€34,200",Sports Club,Gaelic Football
Longford,"SISTERS OF MERCY WESTERN
PROVINCE","Running, Walking Track & Associated Flood Lighting","€83,400",Diocesan Trust,Multi-sport
Longford,St Marys GFC,St Marys GFC 2017 Grant Assistance,"€6,200",Sports Club,Gaelic Football
Longford,St Mels College,Drainage of Sports Pitch at St Mel's College,"€26,580",School (primary or second level),Gaelic Games
Longford,The Acres,Machinery for Up Keep of Course,"€37,657",Sports Club,Pitch and Putt
Louth,ABAILE Autism Support Louth & Meath,Sports Equipment - Special Needs,"€8,330",Disability Group,Multi-sport
Louth,Ardee Celtic FC,Equipment & 3G surface to existing pitch,"€60,000",Sports Club,Soccer
Louth,Ardee St marys GFC,St.Mary's Ardee : Vision 2020 Development Plan,"€125,599",Sports Club,Gaelic Football
Louth,Aura Dundalk Swimming Club,AURA Dundalk Swim Club equipment 2017,"€7,236",Sports Club,Swimming
Louth,Bellurgan United FC LTD,Flood Light Installation/Playing Surface Upgrade,"€70,000",Sports Club,Soccer
Louth,Boyne AC,Gym Equipment (Exercise Bicycles),"€8,000",Sports Club,Athletics
Louth,Carlingford Sailing Club,Equipment for Junior Sailing CSC,"€29,199",Sports Club,Sailing
Louth,Cooley Kickhams GAA,Equipment for new skating club,"€14,924",Sports Club,Gaelic Games
Louth,Dealgan Boxing Club,Extension to Dealgan Boxing Club,"€149,000",Sports Club,Boxing
Louth,Dreadnots GFC,Erection of Ball Stop Netting.,"€34,000",Sports Club,Gaelic Games
Louth,Drogheda and District Athletic Club,Drogheda & District AC-Floodlights installation,"€53,000",Sports Club,Athletics
Louth,Drogheda Water Polo Club,Drogheda Water Polo Club Pool Equipment,"€3,216",Sports Club,Swimming
Louth,Dundalk & District Moto Cross Ltd,Dundalk Moto Cross,"€24,784",Sports Club,Motorcycling
Louth,Dundalk And District Minor League,"dressingroom refurb, pitch drainage & lighting.","€118,000",Special Interest Group,Soccer
Louth,Dundalk Cricket Club,Dundalk Cricket Club facility & equipment upgrade,"€20,533",Sports Club,Cricket
Louth,Dundalk Gaels GFC,Revamp Dundalk Gaels GAA; Security and Renewal,"€147,280",Sports Club,Gaelic Games
Louth,Dundalk Sub Aqua Search and Recovery,"Boat, Trailer and Equipment","€92,824",Sports Club,Diving/Snorkelling
Louth,Dundalk Town FC Ltd,Health and fitness suite for community use,"€29,947",Sports Club,Soccer
Louth,Glen Emmets GFC,main pitch floodlighting/walkway,"€95,803",Sports Club,Gaelic Games
Louth,Glenmuir United F.C,Glenmuir Utd FC- All Weather Pitch Replacement,"€111,376",Sports Club,Soccer
Louth,"Haggardstown&Blackrock Community Centre
Ltd.",Engagement of Haggardstown and Blackrock Community,"€24,953",Community Group,Multi-sport
Louth,"Holy Family Boxing and Community Centre
[DROGHEDA]","New showers,toilets,dressing & upgrade facilities","€125,000",Sports Club,Boxing
Louth,Holy Family Boxing Club [DUNDALK],Security Improvements to existing Clubhouse,"€10,000",Sports Club,Boxing
Louth,Hunterstown Rovers GFC,Upgrade existing pitch.Install newallweather pitch,"€100,000",Sports Club,Gaelic Football
Louth,"IONAD NA NDAOINE AN
TSHLANAITHEORA TEO",Various Sports Equipment and a defibrillator,"€3,824",Community Group,Multi-sport
Louth,Irish Martial Arts Academy,Martial Arts Equipment,"€26,261",Sports Club,Martial Arts
Louth,Irish Wheelchair Association-Sport,Ardee Sports Project - Wheelchair sports,"€19,023",National Governing Body of Sport,Wheelchair Sport
Louth,Kilkerley Emmets GFC,Improvements to cater for growing numbers and use,"€55,497",Sports Club,Gaelic Games
Louth,Louth County Council,Municipal Regional Athletics Facility - Phase 1,"€200,000",Local Authority,Multi-sport
Louth,Louth Mavericks American Football Club,"Safety & Training Equipment, Club Owned Jerseys","€16,000",Sports Club,American Football
Louth,Louth W.A.T.C.H. Club,"Tandem bikes, Cycling Helmets & Hi Vis Jackets","€25,860",Sports Club,Cycling
Louth,Mac Bride Pitch and Putt Club,Course Equipment and Storage Shed upgrade.,"€7,610",Sports Club,Pitch and Putt
Louth,Mattock Rangers CLG,Ballstop & Dressing Room Refurbishments,"€24,019",Sports Club,Gaelic Games
Louth,Naomh Malachi,WALKING/JOGGING TRACK - NAOMH MALACHI,"€29,000",Sports Club,Gaelic Games
Louth,O Connells GFC,Refurbishment of old dressing rooms and garage,"€80,000",Sports Club,Gaelic Games
Louth,O'Hanlon Park Boxing Club,Installation of timber floor in training area,"€23,085",Sports Club,Boxing
Louth,Roche Emmets CLG,Roche Emmets GFC redevelopment plans,"€148,795",Sports Club,Gaelic Football
Louth,Rock Celtic FC,Floodlight Upgrade,"€63,803",Sports Club,Soccer
Louth,"Scoil Naomh Brid, Ardaghy N S",Multi-purpose 3G Sports Facility in a CLÁR area,"€128,949",School (primary or second level),Multi-sport
Louth,Sean O'Mahonys GFC,Proposed new dressing rooms to existing GAA Club,"€150,000",Sports Club,Gaelic Football
Louth,Slieve Foye Sub Aqua Club,"Replace Safety Eqpt,Buy new Dive/Snorkel/Medical","€39,320",Sports Club,Diving/Snorkelling
Louth,Square United AFC,Square Utd AFC,"€20,150",Sports Club,Soccer
Louth,St Joseph's GFC,Gym Equipment,"€9,500",Sports Club,Gaelic Football
Louth,St Nicholas GFC,Club House and Changing Rooms Refurbishment,"€139,000",Sports Club,Gaelic Football
Louth,St Patrick's G.F.C Rampark,Development 2017,"€150,000",Sports Club,Gaelic Games
Louth,St. Dominics Football Club (FC),Sports Equipment and Ground Maintenance Equipment,"€15,534",Sports Club,Soccer
Louth,St. Fechins GAA Club,Pitch Drainage and purchase of gang mower,"€33,000",Sports Club,Gaelic Football
Louth,St. Kevins GAA,"Gym Equipment, Pitch Drainage & Security Fencing","€116,231",Sports Club,Gaelic Games
Louth,St. Oliver' Scout Group,Equipment for Physical Activites in Scouting,"€20,128",Scout Troop,Multi-sport
Louth,Stabannon Parnells GFC,Floodlights with community walkway and new mower.,"€150,000",Sports Club,Gaelic Games
Louth,Termonfeckin Celtic FC,Termonfeckin Celtic FC Astro Pitch Project,"€82,000",Sports Club,Soccer
Louth,Walshestown Juvenile Football Club,Floodlight upgrade and Ball Catch Net installation,"€9,167",Sports Club,Soccer
Louth,WOODVIEW CELTIC FC,"GRANT ASSISTANCE FOR MOWER AND PITCH
MARKER","€5,994",Sports Club,Soccer
Mayo,2nd Mayo (Westport) Scout Group,Tents and associated equipment,"€6,848",Scout Troop,Multi-sport
Mayo,3rd Mayo Scouts Ballinrobe,Renovation of Hall Building,"€107,660",Scout Troop,Multi-sport
